Year,Quarter,Category name,File link
2023,Q2,Estado de Ejecución de Recursos por Carácter Económico,https://carmendeareco.gob.ar/wp-content/uploads/2023/09/ESTADO-DE-EJECUCION-DE-RECURSOS-POR-CARACTER-ECONOMICO.pdf
2023,Q2,Estado de Ejecución de Recursos Afectados Vs Gastos,https://carmendeareco.gob.ar/wp-content/uploads/2023/09/ESTADO-DE-EJECUCION-DE-RECURSOS-AFECTADOS-VS-GASTOS.pdf
2023,Q2,Estado de Ejecución de Gastos,https://carmendeareco.gob.ar/wp-content/uploads/2023/09/ESTADO-DE-EJECUCION-DE-GASTOS.pdf
2023,Q2,Estado de Ejecución de Gastos por Fuente de Financiamiento,https://carmendeareco.gob.ar/wp-content/uploads/2023/09/ESTADO-DE-EJECUCION-DE-GASTOS-POR-FUENTE-DE-FINANCIAMIENTO.pdf
2023,Q2,Estado de Ejecución de Gastos por Carácter Económico,https://carmendeareco.gob.ar/wp-content/uploads/2023/09/ESTADO-DE-EJECUCION-DE-GASTOS-POR-CARACTER-ECONOMICO.pdf
2023,Q2,Estado de Ejecución de Gastos por Finalidad y Función,https://carmendeareco.gob.ar/wp-content/uploads/2023/09/ESTADO-DE-EJECUCION-DE-GASTOS-POR-FINALIDAD-Y-FUNCION.pdf
2023,Q2,Situación Económica Financiera,https://carmendeareco.gob.ar/wp-content/uploads/2023/.pdf
,Q2,BALANCE-GENERAL-2020.pdf,https://carmendeareco.gob.ar/download/gobierno-abierto/BALANCE-GENERAL-2020.pdf
2023,Q2,Cuenta Ahorro Inversión Financiamiento,https://carmendeareco.gob.ar/wp-content/uploads/2023/09/CAIF-1.pdf
2025,Q4,Presupuesto público 2025,http://carmendeareco.gob.ar/wp-content/uploads/2025/02/PRESUPUESTO-2025-APROBADO-ORD-3280-24.pdf
2024,Q1,Ordenanza Fiscal Vigente 3198/23,https://carmendeareco.gob.ar/wp-content/uploads/2024/03/ORDENANZA-FISCAL-3198-23.pdf
2025,Q4,Ordenanza Impositiva vigente 3282/24,http://carmendeareco.gob.ar/wp-content/uploads/2025/02/ORDENANZA-IMPOSITIVA-3282-25.pdf
2024,Q4,Anexo II Zonas,https://carmendeareco.gob.ar/wp-content/uploads/2024/02/ANEXO-II-ZONAS-IMPOSITIVAS.pdf
2024,Q1,Presupuesto público 2024,https://carmendeareco.gob.ar/wp-content/uploads/2024/03/ORDENANZA-3200-24-PRESUPUESTO-2024.pdf
2024,Q1,Ordenanza Fiscal 3198/23,https://carmendeareco.gob.ar/wp-content/uploads/2024/03/ORDENANZA-FISCAL-3198-23.pdf
2024,Q1,Ordenanza Impositiva 3202/24,https://carmendeareco.gob.ar/wp-content/uploads/2024/03/ORDENANZA-IMPOSITIVA-3202-24.pdf
2024,Q4,Anexo II Zonas,https://carmendeareco.gob.ar/wp-content/uploads/2024/02/ANEXO-II-ZONAS-IMPOSITIVAS.pdf
2023,Q4,Ver,https://carmendeareco.gob.ar/wp-content/uploads/2023/10/LICITACION-PUBLICA-N°11.pdf
2023,Q4,Ver,https://carmendeareco.gob.ar/wp-content/uploads/2023/10/LICITACION-PUBLICA-N°10.pdf
2023,Q4,Ver,https://carmendeareco.gob.ar/wp-content/uploads/2023/10/LICITACION-PUBLICA-N°9.pdf
2023,Q4,Ver,https://carmendeareco.gob.ar/wp-content/uploads/2023/10/LICITACION-PUBLICA-N°8.pdf
2023,Q4,Ver,https://carmendeareco.gob.ar/wp-content/uploads/2023/11/LICITACION-PUBLICA-N°7.pdf
2024,Q4,Octubre 2024,https://carmendeareco.gob.ar/wp-content/uploads/2024/10/ESCALA-SALARIAL-OCTUBRE-2024.pdf
2024,Q4,Febrero 2024,https://carmendeareco.gob.ar/wp-content/uploads/2024/02/ESCALAS-SALARIALES-FEBRERO-2024.pdf
2023,Q3,Septiembre 2023,https://carmendeareco.gob.ar/wp-content/uploads/2023/09/SUELDOS-SEPTIEMBRE-2023.pdf
2023,Q2,Julio de 2023,https://carmendeareco.gob.ar/wp-content/uploads/2023/09/SUELDOS-JULIO-2023.pdf
2023,Q2,Junio de 2023,https://carmendeareco.gob.ar/wp-content/uploads/2023/09/SUELDOS-JUNIO-2023.pdf
2023,Q2,Mayo de 2023,https://carmendeareco.gob.ar/wp-content/uploads/2023/09/SUELDOS-MAYO-2023.pdf
2023,Q1,Marzo de 2023,https://carmendeareco.gob.ar/wp-content/uploads/2023/09/SUELDOS-MARZO-2023.pdf
2023,Q1,Enero de 2023,https://carmendeareco.gob.ar/wp-content/uploads/2023/09/SUELDOS-ENERO-2023.pdf
2024,Q4,Funcionarios en Cumplimiento,https://carmendeareco.gob.ar/wp-content/uploads/2024/10/DDJJ-2024.pdf
2023,Q4,Funcionarios en Cumplimiento,https://carmendeareco.gob.ar/wp-content/uploads/2023/10/ddjj-2023.pdf
2023,Q4,Funcionarios en Cumplimiento,https://carmendeareco.gob.ar/wp-content/uploads/2023/10/ddjj-2022.pdf
2025,Q2,Organigrama,http://carmendeareco.gob.ar/wp-content/uploads/2025/07/ORGANIGRAMA-2025.pdf
2020,Q2,INFORME– Situación Económico-Financiera del 1/01/2019 al 31/12/2019,https://carmendeareco.gob.ar/wp-content/uploads/2020/05/2019-Situacion-Economico-Financiero-Carmen-de-Areco.pdf
2020,Q2,INFORME– Situación Económico-Financiera del 1/01/2020 al 30/06/2020,https://carmendeareco.gob.ar/wp-content/uploads/2020/07/situacion-economica032.pdf
2021,Q1,INFORME– Situación Económico-Financiera del 1/01/2020 al 30/12/2020,https://carmendeareco.gob.ar/wp-content/uploads/2021/03/SITUACIÓN-ECONÓMICO-FINANCIERA.pdf
2021,Q2,INFORME– Situación Económico-Financiera del 1/01/2021 al 30/06/2021,https://carmendeareco.gob.ar/wp-content/uploads/2021/07/Situacion-financiera.pdf
2022,Q1,INFORME– Situación Económico-Financiera del 1/01/2021 al 31/12/2021,https://carmendeareco.gob.ar/wp-content/uploads/2022/03/SITUACION-ECONOMICO-FINANCIERA-AL-CIERRE-2021...pdf
2022,Q2,INFORME– Situación Económico-Financiera del 01/01/2022 al 30/06/2022,https://carmendeareco.gob.ar/wp-content/uploads/22/07/SITUACION-ECONOMICO-FINANCIERA-AL-30-06-2022.pdf
2022,Q4,INFORME– Situación Económico-Financiera del 01/01/2022 al 30/09/2022,https://carmendeareco.gob.ar/wp-content/uploads/2022/10/SIT-ECONOMICO-FINANCIERA-TERCER-TRIMESTRE.pdf
2023,Q2,INFORME– Situación Económico-Financiera del 01/01/2022 al 31/12/2022,https://carmendeareco.gob.ar/wp-content/uploads/2023/07/Situacion-Economica-Financiera-al-31-12-22.pdf
2023,Q2,INFORME– Situación Económico-Financiera del 01/01/2022 al 31/12/2022,https://carmendeareco.gob.ar/wp-content/uploads/2023/07/Situacion-Economica-Financiera-al-31-12-22.pdf
2023,Q2,INFORME– Situación Económico-Financiera del 02/01/2023 al 30/06/2023,https://carmendeareco.gob.ar/wp-content/uploads/2023/07/Situacion-Economica-Financiera-al-30-06-23.pdf
2024,Q1,INFORME –Situación Económico-Financiera del 02/01/2023 al 31/12/2023,https://carmendeareco.gob.ar/wp-content/uploads/2024/03/SITUACION-ECONOMICO-FINANCIERA-DEL-02-01-2023-AL-31-12-2023.pdf
2024,Q2,INFORME –Situación Económico-Financiera del 02/01/2024 al 30/06/2024,https://carmendeareco.gob.ar/wp-content/uploads/2024/07/Situacion-Economico-Financiera-al-30-06-24-1.pdf
,(2021) Ordenanza Fiscal N° 3057/2021,https://carmendeareco.gob.ar/download/Ordenanza-Fiscal-3057-2021.pdf
,(2021) Ordenanza Impositiva N° 3059/2021,https://carmendeareco.gob.ar/download/Ordenanza-Impositiva-3059-2021.pdf
2022,Q2,(2022) Ordenanza Fiscal N° 3112/2022,https://carmendeareco.gob.ar/wp-content/uploads/2022/07/Ordenanza-Fiscal-3112-2022.pdf
2022,Q2,(2022) Ordenanza Impositiva N° 3135/2022,https://carmendeareco.gob.ar/wp-content/uploads/2022/07/Ordenanza-Impositiva-3135-2022.pdf
2022,Q2,(2022) Anexo II Ordenanza Impositiva N° 3135/2022,https://carmendeareco.gob.ar/wp-content/uploads/2022/07/Anexo-II-Ordenanza-Impositiva-3135-2022.pdf
2025,Q2,Organigrama,http://carmendeareco.gob.ar/wp-content/uploads/2025/07/ORGANIGRAMA-2025.pdf
2025,Q2,Organigrama,http://carmendeareco.gob.ar/wp-content/uploads/2025/07/ORGANIGRAMA-2025.pdf
