Year,Category,File Type,Filename,Relative Path,Official URL,File Size
2021,Documentos_Generales,json,Sistema de Información Normativa y Documental Malvinas Argentinas - Resolución 1838_2021 del Ministerio de Desarrollo de la Comunidad.json,2021/Documentos_Generales/json/Sistema de Información Normativa y Documental Malvinas Argentinas - Resolución 1838_2021 del Ministerio de Desarrollo de la Comunidad.json,http://carmendeareco.gob.ar/wp-content/uploads/2021/Sistema de Información Normativa y Documental Malvinas Argentinas - Resolución 1838_2021 del Ministerio de Desarrollo de la Comunidad.pdf,220
2021,Documentos_Generales,markdown,Sistema de Información Normativa y Documental Malvinas Argentinas - Resolución 1838_2021 del Ministerio de Desarrollo de la Comunidad.md,2021/Documentos_Generales/markdown/Sistema de Información Normativa y Documental Malvinas Argentinas - Resolución 1838_2021 del Ministerio de Desarrollo de la Comunidad.md,http://carmendeareco.gob.ar/wp-content/uploads/2021/Sistema de Información Normativa y Documental Malvinas Argentinas - Resolución 1838_2021 del Ministerio de Desarrollo de la Comunidad.pdf,5348
2021,Ejecución_de_Gastos,markdown,ESTADOS-DE-EJECUCION-DE-RECURSOS-AFECTADOS-VS-GASTOS.md,2021/Ejecución_de_Gastos/markdown/ESTADOS-DE-EJECUCION-DE-RECURSOS-AFECTADOS-VS-GASTOS.md,http://carmendeareco.gob.ar/wp-content/uploads/2021/ESTADOS-DE-EJECUCION-DE-RECURSOS-AFECTADOS-VS-GASTOS.pdf,12418
2022,Declaraciones_Patrimoniales,json,ddjj-2022.json,2022/Declaraciones_Patrimoniales/json/ddjj-2022.json,http://carmendeareco.gob.ar/wp-content/uploads/2022/ddjj-2022.pdf,94
2022,Documentos_Generales,json,Anexo-II-Ordenanza-Impositiva-3135-2022.json,2022/Documentos_Generales/json/Anexo-II-Ordenanza-Impositiva-3135-2022.json,http://carmendeareco.gob.ar/wp-content/uploads/2022/Anexo-II-Ordenanza-Impositiva-3135-2022.pdf,124
2022,Documentos_Generales,json,ESTADISTICA MUJERES Y DIVERSIDADES 2022.json,2022/Documentos_Generales/json/ESTADISTICA MUJERES Y DIVERSIDADES 2022.json,http://carmendeareco.gob.ar/wp-content/uploads/2022/ESTADISTICA MUJERES Y DIVERSIDADES 2022.pdf,124
2022,Documentos_Generales,markdown,ESTADISTICA MUJERES Y DIVERSIDADES 2022.md,2022/Documentos_Generales/markdown/ESTADISTICA MUJERES Y DIVERSIDADES 2022.md,http://carmendeareco.gob.ar/wp-content/uploads/2022/ESTADISTICA MUJERES Y DIVERSIDADES 2022.pdf,9470
2022,Documentos_Generales,json,ESTADISTICAS CAPS 2022.json,2022/Documentos_Generales/json/ESTADISTICAS CAPS 2022.json,http://carmendeareco.gob.ar/wp-content/uploads/2022/ESTADISTICAS CAPS 2022.pdf,107
2022,Documentos_Generales,markdown,ESTADISTICAS CAPS 2022.md,2022/Documentos_Generales/markdown/ESTADISTICAS CAPS 2022.md,http://carmendeareco.gob.ar/wp-content/uploads/2022/ESTADISTICAS CAPS 2022.pdf,4325
2022,Documentos_Generales,json,HABILITACIONES MUNICIPALES 2022.json,2022/Documentos_Generales/json/HABILITACIONES MUNICIPALES 2022.json,http://carmendeareco.gob.ar/wp-content/uploads/2022/HABILITACIONES MUNICIPALES 2022.pdf,116
2022,Documentos_Generales,markdown,HABILITACIONES MUNICIPALES 2022.md,2022/Documentos_Generales/markdown/HABILITACIONES MUNICIPALES 2022.md,http://carmendeareco.gob.ar/wp-content/uploads/2022/HABILITACIONES MUNICIPALES 2022.pdf,5228
2022,Documentos_Generales,json,MONITOREO 2022.json,2022/Documentos_Generales/json/MONITOREO 2022.json,http://carmendeareco.gob.ar/wp-content/uploads/2022/MONITOREO 2022.pdf,99
2022,Documentos_Generales,markdown,MONITOREO 2022.md,2022/Documentos_Generales/markdown/MONITOREO 2022.md,http://carmendeareco.gob.ar/wp-content/uploads/2022/MONITOREO 2022.pdf,4244
2022,Documentos_Generales,json,NOTAS MONITOREO 2022.json,2022/Documentos_Generales/json/NOTAS MONITOREO 2022.json,http://carmendeareco.gob.ar/wp-content/uploads/2022/NOTAS MONITOREO 2022.pdf,105
2022,Documentos_Generales,markdown,NOTAS MONITOREO 2022.md,2022/Documentos_Generales/markdown/NOTAS MONITOREO 2022.md,http://carmendeareco.gob.ar/wp-content/uploads/2022/NOTAS MONITOREO 2022.pdf,4221
2022,Documentos_Generales,json,OMIC 2022.json,2022/Documentos_Generales/json/OMIC 2022.json,http://carmendeareco.gob.ar/wp-content/uploads/2022/OMIC 2022.pdf,94
2022,Documentos_Generales,markdown,OMIC 2022.md,2022/Documentos_Generales/markdown/OMIC 2022.md,http://carmendeareco.gob.ar/wp-content/uploads/2022/OMIC 2022.pdf,3139
2022,Documentos_Generales,json,Ordenanza-Fiscal-3112-2022.json,2022/Documentos_Generales/json/Ordenanza-Fiscal-3112-2022.json,http://carmendeareco.gob.ar/wp-content/uploads/2022/Ordenanza-Fiscal-3112-2022.pdf,111
2022,Documentos_Generales,json,Ordenanza-Impositiva-3135-2022.json,2022/Documentos_Generales/json/Ordenanza-Impositiva-3135-2022.json,http://carmendeareco.gob.ar/wp-content/uploads/2022/Ordenanza-Impositiva-3135-2022.pdf,115
2022,Documentos_Generales,json,REPORTES CIUDADANOS 2022.json,2022/Documentos_Generales/json/REPORTES CIUDADANOS 2022.json,http://carmendeareco.gob.ar/wp-content/uploads/2022/REPORTES CIUDADANOS 2022.pdf,109
2022,Documentos_Generales,markdown,REPORTES CIUDADANOS 2022.md,2022/Documentos_Generales/markdown/REPORTES CIUDADANOS 2022.md,http://carmendeareco.gob.ar/wp-content/uploads/2022/REPORTES CIUDADANOS 2022.pdf,5239
2022,Documentos_Generales,json,Resolución 1146_2022.json,2022/Documentos_Generales/json/Resolución 1146_2022.json,http://carmendeareco.gob.ar/wp-content/uploads/2022/Resolución 1146_2022.pdf,106
2022,Documentos_Generales,markdown,Resolución 1146_2022.md,2022/Documentos_Generales/markdown/Resolución 1146_2022.md,http://carmendeareco.gob.ar/wp-content/uploads/2022/Resolución 1146_2022.pdf,13137
2022,Documentos_Generales,json,Resolución 1279_2022.json,2022/Documentos_Generales/json/Resolución 1279_2022.json,http://carmendeareco.gob.ar/wp-content/uploads/2022/Resolución 1279_2022.pdf,106
2022,Documentos_Generales,markdown,Resolución 1279_2022.md,2022/Documentos_Generales/markdown/Resolución 1279_2022.md,http://carmendeareco.gob.ar/wp-content/uploads/2022/Resolución 1279_2022.pdf,10256
2022,Documentos_Generales,json,Resolución 1593_2022.json,2022/Documentos_Generales/json/Resolución 1593_2022.json,http://carmendeareco.gob.ar/wp-content/uploads/2022/Resolución 1593_2022.pdf,106
2022,Documentos_Generales,markdown,Resolución 1593_2022.md,2022/Documentos_Generales/markdown/Resolución 1593_2022.md,http://carmendeareco.gob.ar/wp-content/uploads/2022/Resolución 1593_2022.pdf,9362
2022,Documentos_Generales,json,Resolución 747_2022.json,2022/Documentos_Generales/json/Resolución 747_2022.json,http://carmendeareco.gob.ar/wp-content/uploads/2022/Resolución 747_2022.pdf,105
2022,Documentos_Generales,markdown,Resolución 747_2022.md,2022/Documentos_Generales/markdown/Resolución 747_2022.md,http://carmendeareco.gob.ar/wp-content/uploads/2022/Resolución 747_2022.pdf,10560
2022,Documentos_Generales,json,Resolución 79_2022.json,2022/Documentos_Generales/json/Resolución 79_2022.json,http://carmendeareco.gob.ar/wp-content/uploads/2022/Resolución 79_2022.pdf,104
2022,Documentos_Generales,markdown,Resolución 79_2022.md,2022/Documentos_Generales/markdown/Resolución 79_2022.md,http://carmendeareco.gob.ar/wp-content/uploads/2022/Resolución 79_2022.pdf,7447
2022,Documentos_Generales,json,SEGURIDAD URBANA 2022.json,2022/Documentos_Generales/json/SEGURIDAD URBANA 2022.json,http://carmendeareco.gob.ar/wp-content/uploads/2022/SEGURIDAD URBANA 2022.pdf,106
2022,Documentos_Generales,markdown,SEGURIDAD URBANA 2022.md,2022/Documentos_Generales/markdown/SEGURIDAD URBANA 2022.md,http://carmendeareco.gob.ar/wp-content/uploads/2022/SEGURIDAD URBANA 2022.pdf,6534
2022,Documentos_Generales,json,SERVICIOS PUBLICOS 2022.json,2022/Documentos_Generales/json/SERVICIOS PUBLICOS 2022.json,http://carmendeareco.gob.ar/wp-content/uploads/2022/SERVICIOS PUBLICOS 2022.pdf,108
2022,Documentos_Generales,markdown,SERVICIOS PUBLICOS 2022.md,2022/Documentos_Generales/markdown/SERVICIOS PUBLICOS 2022.md,http://carmendeareco.gob.ar/wp-content/uploads/2022/SERVICIOS PUBLICOS 2022.pdf,4304
2022,Documentos_Generales,json,Sistema de Información Normativa y Documental Malvinas Argentinas - Resolución 1146_2022 del Administración General del Instituto de la Vivienda.json,2022/Documentos_Generales/json/Sistema de Información Normativa y Documental Malvinas Argentinas - Resolución 1146_2022 del Administración General del Instituto de la Vivienda.json,http://carmendeareco.gob.ar/wp-content/uploads/2022/Sistema de Información Normativa y Documental Malvinas Argentinas - Resolución 1146_2022 del Administración General del Instituto de la Vivienda.pdf,232
2022,Documentos_Generales,markdown,Sistema de Información Normativa y Documental Malvinas Argentinas - Resolución 1146_2022 del Administración General del Instituto de la Vivienda.md,2022/Documentos_Generales/markdown/Sistema de Información Normativa y Documental Malvinas Argentinas - Resolución 1146_2022 del Administración General del Instituto de la Vivienda.md,http://carmendeareco.gob.ar/wp-content/uploads/2022/Sistema de Información Normativa y Documental Malvinas Argentinas - Resolución 1146_2022 del Administración General del Instituto de la Vivienda.pdf,5386
2022,Documentos_Generales,json,"Sistema de Información Normativa y Documental Malvinas Argentinas - Resolución 1279_2022 de la Subsecretaria Técnica, Administrativa y Legal del Ministerio de Salud.json","2022/Documentos_Generales/json/Sistema de Información Normativa y Documental Malvinas Argentinas - Resolución 1279_2022 de la Subsecretaria Técnica, Administrativa y Legal del Ministerio de Salud.json","http://carmendeareco.gob.ar/wp-content/uploads/2022/Sistema de Información Normativa y Documental Malvinas Argentinas - Resolución 1279_2022 de la Subsecretaria Técnica, Administrativa y Legal del Ministerio de Salud.pdf",252
2022,Documentos_Generales,markdown,"Sistema de Información Normativa y Documental Malvinas Argentinas - Resolución 1279_2022 de la Subsecretaria Técnica, Administrativa y Legal del Ministerio de Salud.md","2022/Documentos_Generales/markdown/Sistema de Información Normativa y Documental Malvinas Argentinas - Resolución 1279_2022 de la Subsecretaria Técnica, Administrativa y Legal del Ministerio de Salud.md","http://carmendeareco.gob.ar/wp-content/uploads/2022/Sistema de Información Normativa y Documental Malvinas Argentinas - Resolución 1279_2022 de la Subsecretaria Técnica, Administrativa y Legal del Ministerio de Salud.pdf",5409
2022,Documentos_Generales,json,Sistema de Información Normativa y Documental Malvinas Argentinas - Resolución 1593_2022 del Ministerio de Infraestructura y Servicios Públicos.json,2022/Documentos_Generales/json/Sistema de Información Normativa y Documental Malvinas Argentinas - Resolución 1593_2022 del Ministerio de Infraestructura y Servicios Públicos.json,http://carmendeareco.gob.ar/wp-content/uploads/2022/Sistema de Información Normativa y Documental Malvinas Argentinas - Resolución 1593_2022 del Ministerio de Infraestructura y Servicios Públicos.pdf,231
2022,Documentos_Generales,markdown,Sistema de Información Normativa y Documental Malvinas Argentinas - Resolución 1593_2022 del Ministerio de Infraestructura y Servicios Públicos.md,2022/Documentos_Generales/markdown/Sistema de Información Normativa y Documental Malvinas Argentinas - Resolución 1593_2022 del Ministerio de Infraestructura y Servicios Públicos.md,http://carmendeareco.gob.ar/wp-content/uploads/2022/Sistema de Información Normativa y Documental Malvinas Argentinas - Resolución 1593_2022 del Ministerio de Infraestructura y Servicios Públicos.pdf,5500
2022,Documentos_Generales,json,"Sistema de Información Normativa y Documental Malvinas Argentinas - Resolución 747_2022 del Ministerio de Producción, Ciencia e Innovación Tecnológica.json","2022/Documentos_Generales/json/Sistema de Información Normativa y Documental Malvinas Argentinas - Resolución 747_2022 del Ministerio de Producción, Ciencia e Innovación Tecnológica.json","http://carmendeareco.gob.ar/wp-content/uploads/2022/Sistema de Información Normativa y Documental Malvinas Argentinas - Resolución 747_2022 del Ministerio de Producción, Ciencia e Innovación Tecnológica.pdf",240
2022,Documentos_Generales,markdown,"Sistema de Información Normativa y Documental Malvinas Argentinas - Resolución 747_2022 del Ministerio de Producción, Ciencia e Innovación Tecnológica.md","2022/Documentos_Generales/markdown/Sistema de Información Normativa y Documental Malvinas Argentinas - Resolución 747_2022 del Ministerio de Producción, Ciencia e Innovación Tecnológica.md","http://carmendeareco.gob.ar/wp-content/uploads/2022/Sistema de Información Normativa y Documental Malvinas Argentinas - Resolución 747_2022 del Ministerio de Producción, Ciencia e Innovación Tecnológica.pdf",6175
2022,Documentos_Generales,json,Sistema de Información Normativa y Documental Malvinas Argentinas - Resolución 79_2022 del Administración General del Instituto de la Vivienda.json,2022/Documentos_Generales/json/Sistema de Información Normativa y Documental Malvinas Argentinas - Resolución 79_2022 del Administración General del Instituto de la Vivienda.json,http://carmendeareco.gob.ar/wp-content/uploads/2022/Sistema de Información Normativa y Documental Malvinas Argentinas - Resolución 79_2022 del Administración General del Instituto de la Vivienda.pdf,230
2022,Documentos_Generales,markdown,Sistema de Información Normativa y Documental Malvinas Argentinas - Resolución 79_2022 del Administración General del Instituto de la Vivienda.md,2022/Documentos_Generales/markdown/Sistema de Información Normativa y Documental Malvinas Argentinas - Resolución 79_2022 del Administración General del Instituto de la Vivienda.md,http://carmendeareco.gob.ar/wp-content/uploads/2022/Sistema de Información Normativa y Documental Malvinas Argentinas - Resolución 79_2022 del Administración General del Instituto de la Vivienda.pdf,5414
2022,Ejecución_de_Gastos,markdown,ESTADO-DE-EJECUCION-DE-GASTOS-1.md,2022/Ejecución_de_Gastos/markdown/ESTADO-DE-EJECUCION-DE-GASTOS-1.md,http://carmendeareco.gob.ar/wp-content/uploads/2022/ESTADO-DE-EJECUCION-DE-GASTOS-1.pdf,633755
2022,Ejecución_de_Gastos,json,ESTADO-DE-EJECUCION-DE-GASTOS-3°TRI-2022.json,2022/Ejecución_de_Gastos/json/ESTADO-DE-EJECUCION-DE-GASTOS-3°TRI-2022.json,http://carmendeareco.gob.ar/wp-content/uploads/2022/ESTADO-DE-EJECUCION-DE-GASTOS-3°TRI-2022.pdf,126
2022,Ejecución_de_Gastos,markdown,ESTADO-DE-EJECUCION-DE-GASTOS-3°TRI-2022.md,2022/Ejecución_de_Gastos/markdown/ESTADO-DE-EJECUCION-DE-GASTOS-3°TRI-2022.md,http://carmendeareco.gob.ar/wp-content/uploads/2022/ESTADO-DE-EJECUCION-DE-GASTOS-3°TRI-2022.pdf,645313
2022,Ejecución_de_Gastos,json,ESTADO-DE-EJECUCION-DE-GASTOS-4°TRE-2022.json,2022/Ejecución_de_Gastos/json/ESTADO-DE-EJECUCION-DE-GASTOS-4°TRE-2022.json,http://carmendeareco.gob.ar/wp-content/uploads/2022/ESTADO-DE-EJECUCION-DE-GASTOS-4°TRE-2022.pdf,126
2022,Ejecución_de_Gastos,markdown,ESTADO-DE-EJECUCION-DE-GASTOS-4°TRE-2022.md,2022/Ejecución_de_Gastos/markdown/ESTADO-DE-EJECUCION-DE-GASTOS-4°TRE-2022.md,http://carmendeareco.gob.ar/wp-content/uploads/2022/ESTADO-DE-EJECUCION-DE-GASTOS-4°TRE-2022.pdf,735725
2022,Ejecución_de_Gastos,markdown,ESTADO-DE-EJECUCION-DE-GASTOS-CON-PERSPECTIVA-DE-GENERO-3°TRIMESTRE.md,2022/Ejecución_de_Gastos/markdown/ESTADO-DE-EJECUCION-DE-GASTOS-CON-PERSPECTIVA-DE-GENERO-3°TRIMESTRE.md,http://carmendeareco.gob.ar/wp-content/uploads/2022/ESTADO-DE-EJECUCION-DE-GASTOS-CON-PERSPECTIVA-DE-GENERO-3°TRIMESTRE.pdf,15589
2022,Ejecución_de_Gastos,markdown,ESTADO-DE-EJECUCION-DE-GASTOS-POR-CARACTER-ECONOMICO-1.md,2022/Ejecución_de_Gastos/markdown/ESTADO-DE-EJECUCION-DE-GASTOS-POR-CARACTER-ECONOMICO-1.md,http://carmendeareco.gob.ar/wp-content/uploads/2022/ESTADO-DE-EJECUCION-DE-GASTOS-POR-CARACTER-ECONOMICO-1.pdf,16776
2022,Ejecución_de_Gastos,json,ESTADO-DE-EJECUCION-DE-GASTOS-POR-CARACTER-ECONOMICO-4°TRE-2022.json,2022/Ejecución_de_Gastos/json/ESTADO-DE-EJECUCION-DE-GASTOS-POR-CARACTER-ECONOMICO-4°TRE-2022.json,http://carmendeareco.gob.ar/wp-content/uploads/2022/ESTADO-DE-EJECUCION-DE-GASTOS-POR-CARACTER-ECONOMICO-4°TRE-2022.pdf,149
2022,Ejecución_de_Gastos,markdown,ESTADO-DE-EJECUCION-DE-GASTOS-POR-CARACTER-ECONOMICO-4°TRE-2022.md,2022/Ejecución_de_Gastos/markdown/ESTADO-DE-EJECUCION-DE-GASTOS-POR-CARACTER-ECONOMICO-4°TRE-2022.md,http://carmendeareco.gob.ar/wp-content/uploads/2022/ESTADO-DE-EJECUCION-DE-GASTOS-POR-CARACTER-ECONOMICO-4°TRE-2022.pdf,17173
2022,Ejecución_de_Gastos,markdown,ESTADO-DE-EJECUCION-DE-GASTOS-POR-CARACTER-ECONOMICO.md,2022/Ejecución_de_Gastos/markdown/ESTADO-DE-EJECUCION-DE-GASTOS-POR-CARACTER-ECONOMICO.md,http://carmendeareco.gob.ar/wp-content/uploads/2022/ESTADO-DE-EJECUCION-DE-GASTOS-POR-CARACTER-ECONOMICO.pdf,18040
2022,Ejecución_de_Gastos,markdown,ESTADO-DE-EJECUCION-DE-GASTOS-POR-FINALIDAD-Y-FUNCION-1.md,2022/Ejecución_de_Gastos/markdown/ESTADO-DE-EJECUCION-DE-GASTOS-POR-FINALIDAD-Y-FUNCION-1.md,http://carmendeareco.gob.ar/wp-content/uploads/2022/ESTADO-DE-EJECUCION-DE-GASTOS-POR-FINALIDAD-Y-FUNCION-1.pdf,8122
2022,Ejecución_de_Gastos,json,ESTADO-DE-EJECUCION-DE-GASTOS-POR-FINALIDAD-Y-FUNCION-4°TRE-2022.json,2022/Ejecución_de_Gastos/json/ESTADO-DE-EJECUCION-DE-GASTOS-POR-FINALIDAD-Y-FUNCION-4°TRE-2022.json,http://carmendeareco.gob.ar/wp-content/uploads/2022/ESTADO-DE-EJECUCION-DE-GASTOS-POR-FINALIDAD-Y-FUNCION-4°TRE-2022.pdf,150
2022,Ejecución_de_Gastos,markdown,ESTADO-DE-EJECUCION-DE-GASTOS-POR-FINALIDAD-Y-FUNCION-4°TRE-2022.md,2022/Ejecución_de_Gastos/markdown/ESTADO-DE-EJECUCION-DE-GASTOS-POR-FINALIDAD-Y-FUNCION-4°TRE-2022.md,http://carmendeareco.gob.ar/wp-content/uploads/2022/ESTADO-DE-EJECUCION-DE-GASTOS-POR-FINALIDAD-Y-FUNCION-4°TRE-2022.pdf,8733
2022,Ejecución_de_Gastos,markdown,ESTADO-DE-EJECUCION-DE-GASTOS-POR-FINALIDAD-Y-FUNCION.md,2022/Ejecución_de_Gastos/markdown/ESTADO-DE-EJECUCION-DE-GASTOS-POR-FINALIDAD-Y-FUNCION.md,http://carmendeareco.gob.ar/wp-content/uploads/2022/ESTADO-DE-EJECUCION-DE-GASTOS-POR-FINALIDAD-Y-FUNCION.pdf,9234
2022,Ejecución_de_Gastos,markdown,ESTADO-DE-EJECUCION-DE-GASTOS-POR-FUENTE-DE-FINANCIAMIENTO-1.md,2022/Ejecución_de_Gastos/markdown/ESTADO-DE-EJECUCION-DE-GASTOS-POR-FUENTE-DE-FINANCIAMIENTO-1.md,http://carmendeareco.gob.ar/wp-content/uploads/2022/ESTADO-DE-EJECUCION-DE-GASTOS-POR-FUENTE-DE-FINANCIAMIENTO-1.pdf,4461
2022,Ejecución_de_Gastos,json,ESTADO-DE-EJECUCION-DE-GASTOS-POR-FUENTE-DE-FINANCIAMIENTO-4°TRE-2022.json,2022/Ejecución_de_Gastos/json/ESTADO-DE-EJECUCION-DE-GASTOS-POR-FUENTE-DE-FINANCIAMIENTO-4°TRE-2022.json,http://carmendeareco.gob.ar/wp-content/uploads/2022/ESTADO-DE-EJECUCION-DE-GASTOS-POR-FUENTE-DE-FINANCIAMIENTO-4°TRE-2022.pdf,155
2022,Ejecución_de_Gastos,markdown,ESTADO-DE-EJECUCION-DE-GASTOS-POR-FUENTE-DE-FINANCIAMIENTO-4°TRE-2022.md,2022/Ejecución_de_Gastos/markdown/ESTADO-DE-EJECUCION-DE-GASTOS-POR-FUENTE-DE-FINANCIAMIENTO-4°TRE-2022.md,http://carmendeareco.gob.ar/wp-content/uploads/2022/ESTADO-DE-EJECUCION-DE-GASTOS-POR-FUENTE-DE-FINANCIAMIENTO-4°TRE-2022.pdf,4590
2022,Ejecución_de_Gastos,markdown,ESTADO-DE-EJECUCION-DE-GASTOS-POR-FUENTE-DE-FINANCIAMIENTO.md,2022/Ejecución_de_Gastos/markdown/ESTADO-DE-EJECUCION-DE-GASTOS-POR-FUENTE-DE-FINANCIAMIENTO.md,http://carmendeareco.gob.ar/wp-content/uploads/2022/ESTADO-DE-EJECUCION-DE-GASTOS-POR-FUENTE-DE-FINANCIAMIENTO.pdf,4794
2022,Ejecución_de_Gastos,markdown,ESTADO-DE-EJECUCION-DE-GASTOS.md,2022/Ejecución_de_Gastos/markdown/ESTADO-DE-EJECUCION-DE-GASTOS.md,http://carmendeareco.gob.ar/wp-content/uploads/2022/ESTADO-DE-EJECUCION-DE-GASTOS.pdf,692045
2022,Ejecución_de_Gastos,markdown,ESTADO-DE-EJECUCION-DE-RECURSOS-AFECTADOS-VS-GASTOS-1.md,2022/Ejecución_de_Gastos/markdown/ESTADO-DE-EJECUCION-DE-RECURSOS-AFECTADOS-VS-GASTOS-1.md,http://carmendeareco.gob.ar/wp-content/uploads/2022/ESTADO-DE-EJECUCION-DE-RECURSOS-AFECTADOS-VS-GASTOS-1.pdf,13747
2022,Ejecución_de_Gastos,json,ESTADO-DE-EJECUCION-DE-RECURSOS-AFECTADOS-VS-GASTOS-4°TRE-2022.json,2022/Ejecución_de_Gastos/json/ESTADO-DE-EJECUCION-DE-RECURSOS-AFECTADOS-VS-GASTOS-4°TRE-2022.json,http://carmendeareco.gob.ar/wp-content/uploads/2022/ESTADO-DE-EJECUCION-DE-RECURSOS-AFECTADOS-VS-GASTOS-4°TRE-2022.pdf,148
2022,Ejecución_de_Gastos,markdown,ESTADO-DE-EJECUCION-DE-RECURSOS-AFECTADOS-VS-GASTOS-4°TRE-2022.md,2022/Ejecución_de_Gastos/markdown/ESTADO-DE-EJECUCION-DE-RECURSOS-AFECTADOS-VS-GASTOS-4°TRE-2022.md,http://carmendeareco.gob.ar/wp-content/uploads/2022/ESTADO-DE-EJECUCION-DE-RECURSOS-AFECTADOS-VS-GASTOS-4°TRE-2022.pdf,15011
2022,Ejecución_de_Gastos,markdown,ESTADO-DE-EJECUCION-DE-RECURSOS-AFECTADOS-VS-GASTOS.md,2022/Ejecución_de_Gastos/markdown/ESTADO-DE-EJECUCION-DE-RECURSOS-AFECTADOS-VS-GASTOS.md,http://carmendeareco.gob.ar/wp-content/uploads/2022/ESTADO-DE-EJECUCION-DE-RECURSOS-AFECTADOS-VS-GASTOS.pdf,16241
2022,Ejecución_de_Gastos,markdown,ESTADOS-DE-EJECUCION-DE-RECURSOS-AFECTADOS-VS-GASTOS.md,2022/Ejecución_de_Gastos/markdown/ESTADOS-DE-EJECUCION-DE-RECURSOS-AFECTADOS-VS-GASTOS.md,http://carmendeareco.gob.ar/wp-content/uploads/2022/ESTADOS-DE-EJECUCION-DE-RECURSOS-AFECTADOS-VS-GASTOS.pdf,12418
2022,Ejecución_de_Recursos,markdown,ESTADO-DE-EJECUCION-DE-RECURSOS-1.md,2022/Ejecución_de_Recursos/markdown/ESTADO-DE-EJECUCION-DE-RECURSOS-1.md,http://carmendeareco.gob.ar/wp-content/uploads/2022/ESTADO-DE-EJECUCION-DE-RECURSOS-1.pdf,28581
2022,Ejecución_de_Recursos,json,ESTADO-DE-EJECUCION-DE-RECURSOS-4°TRE-2022.json,2022/Ejecución_de_Recursos/json/ESTADO-DE-EJECUCION-DE-RECURSOS-4°TRE-2022.json,http://carmendeareco.gob.ar/wp-content/uploads/2022/ESTADO-DE-EJECUCION-DE-RECURSOS-4°TRE-2022.pdf,128
2022,Ejecución_de_Recursos,markdown,ESTADO-DE-EJECUCION-DE-RECURSOS-4°TRE-2022.md,2022/Ejecución_de_Recursos/markdown/ESTADO-DE-EJECUCION-DE-RECURSOS-4°TRE-2022.md,http://carmendeareco.gob.ar/wp-content/uploads/2022/ESTADO-DE-EJECUCION-DE-RECURSOS-4°TRE-2022.pdf,32688
2022,Ejecución_de_Recursos,markdown,ESTADO-DE-EJECUCION-DE-RECURSOS-POR-CARACTER-ECONOMICO-1.md,2022/Ejecución_de_Recursos/markdown/ESTADO-DE-EJECUCION-DE-RECURSOS-POR-CARACTER-ECONOMICO-1.md,http://carmendeareco.gob.ar/wp-content/uploads/2022/ESTADO-DE-EJECUCION-DE-RECURSOS-POR-CARACTER-ECONOMICO-1.pdf,9141
2022,Ejecución_de_Recursos,json,ESTADO-DE-EJECUCION-DE-RECURSOS-POR-CARACTER-ECONOMICO-4°TRE-2022.json,2022/Ejecución_de_Recursos/json/ESTADO-DE-EJECUCION-DE-RECURSOS-POR-CARACTER-ECONOMICO-4°TRE-2022.json,http://carmendeareco.gob.ar/wp-content/uploads/2022/ESTADO-DE-EJECUCION-DE-RECURSOS-POR-CARACTER-ECONOMICO-4°TRE-2022.pdf,151
2022,Ejecución_de_Recursos,markdown,ESTADO-DE-EJECUCION-DE-RECURSOS-POR-CARACTER-ECONOMICO-4°TRE-2022.md,2022/Ejecución_de_Recursos/markdown/ESTADO-DE-EJECUCION-DE-RECURSOS-POR-CARACTER-ECONOMICO-4°TRE-2022.md,http://carmendeareco.gob.ar/wp-content/uploads/2022/ESTADO-DE-EJECUCION-DE-RECURSOS-POR-CARACTER-ECONOMICO-4°TRE-2022.pdf,9693
2022,Ejecución_de_Recursos,markdown,ESTADO-DE-EJECUCION-DE-RECURSOS-POR-CARACTER-ECONOMICO.md,2022/Ejecución_de_Recursos/markdown/ESTADO-DE-EJECUCION-DE-RECURSOS-POR-CARACTER-ECONOMICO.md,http://carmendeareco.gob.ar/wp-content/uploads/2022/ESTADO-DE-EJECUCION-DE-RECURSOS-POR-CARACTER-ECONOMICO.pdf,9337
2022,Ejecución_de_Recursos,markdown,ESTADO-DE-EJECUCION-DE-RECURSOS-POR-PROCEDENCIA-1.md,2022/Ejecución_de_Recursos/markdown/ESTADO-DE-EJECUCION-DE-RECURSOS-POR-PROCEDENCIA-1.md,http://carmendeareco.gob.ar/wp-content/uploads/2022/ESTADO-DE-EJECUCION-DE-RECURSOS-POR-PROCEDENCIA-1.pdf,4702
2022,Ejecución_de_Recursos,json,ESTADO-DE-EJECUCION-DE-RECURSOS-POR-PROCEDENCIA-4°TRE-2022.json,2022/Ejecución_de_Recursos/json/ESTADO-DE-EJECUCION-DE-RECURSOS-POR-PROCEDENCIA-4°TRE-2022.json,http://carmendeareco.gob.ar/wp-content/uploads/2022/ESTADO-DE-EJECUCION-DE-RECURSOS-POR-PROCEDENCIA-4°TRE-2022.pdf,144
2022,Ejecución_de_Recursos,markdown,ESTADO-DE-EJECUCION-DE-RECURSOS-POR-PROCEDENCIA-4°TRE-2022.md,2022/Ejecución_de_Recursos/markdown/ESTADO-DE-EJECUCION-DE-RECURSOS-POR-PROCEDENCIA-4°TRE-2022.md,http://carmendeareco.gob.ar/wp-content/uploads/2022/ESTADO-DE-EJECUCION-DE-RECURSOS-POR-PROCEDENCIA-4°TRE-2022.pdf,4929
