filename,year,file_type,size_bytes,created_date,modified_date,sha256_hash,relative_path,document_type,estimated_category,priority,keywords,official_url,archive_url
"Sistema de Información Normativa y Documental Malvinas Argentinas - Resolución 1279_2022 de la Subsecretaria Técnica, Administrativa y Legal del Ministerio de Salud.pdf",2022,.pdf,959558,2025-08-25T15:58:41.412389,2025-08-24T13:23:02.171106,d3871f62ebb077fc69a9bb1a186ed818f6fa40423e694fa5cee3c41c0ea5394e,"data/source_materials/2022/Sistema de Información Normativa y Documental Malvinas Argentinas - Resolución 1279_2022 de la Subsecretaria Técnica, Administrativa y Legal del Ministerio de Salud.pdf",general,general,normal,,"https://carmendeareco.gob.ar/transparencia/Sistema de Información Normativa y Documental Malvinas Argentinas - Resolución 1279_2022 de la Subsecretaria Técnica, Administrativa y Legal del Ministerio de Salud.pdf","https://web.archive.org/web/*/carmendeareco.gob.ar/transparencia/Sistema de Información Normativa y Documental Malvinas Argentinas - Resolución 1279_2022 de la Subsecretaria Técnica, Administrativa y Legal del Ministerio de Salud.pdf"
Resolución 79_2022.pdf,2022,.pdf,109114,2025-08-25T15:58:41.412886,2025-08-24T13:23:02.167651,d9017c1330bd1b3e7f4dde5211a6e64cc9f4716c6da76f34f5a910169004b44d,data/source_materials/2022/Resolución 79_2022.pdf,general,general,normal,,https://carmendeareco.gob.ar/transparencia/Resolución 79_2022.pdf,https://web.archive.org/web/*/carmendeareco.gob.ar/transparencia/Resolución 79_2022.pdf
SERVICIOS PUBLICOS 2022.pdf,2022,.pdf,650179,2025-08-25T15:58:41.413149,2025-08-24T13:23:02.169642,2081dbacfcfcefaa5ce8e0db05fb6842da7fcaeec063a51a79177c8b85ef8e84,data/source_materials/2022/SERVICIOS PUBLICOS 2022.pdf,general,general,normal,,https://carmendeareco.gob.ar/transparencia/SERVICIOS PUBLICOS 2022.pdf,https://web.archive.org/web/*/carmendeareco.gob.ar/transparencia/SERVICIOS PUBLICOS 2022.pdf
ESTADO-DE-EJECUCION-DE-GASTOS-1.pdf,2022,.pdf,1141711,2025-08-25T15:58:41.413343,2025-08-24T13:23:02.150220,c96410bfe1d487c5a1adf85d05d5c5af26d5ff0ec3a520abe2ee3de8661aba3b,data/source_materials/2022/ESTADO-DE-EJECUCION-DE-GASTOS-1.pdf,financial_report,budget,high,presupuesto,https://carmendeareco.gob.ar/transparencia/ESTADO-DE-EJECUCION-DE-GASTOS-1.pdf,https://web.archive.org/web/*/carmendeareco.gob.ar/transparencia/ESTADO-DE-EJECUCION-DE-GASTOS-1.pdf
Sistema de Información Normativa y Documental Malvinas Argentinas - Resolución 79_2022 del Administración General del Instituto de la Vivienda.pdf,2022,.pdf,957949,2025-08-25T15:58:41.413656,2025-08-24T13:23:02.172827,ec96fbaf02d8dc368ada5a3139436c1960e1366f3dd0121a29175895f97f2491,data/source_materials/2022/Sistema de Información Normativa y Documental Malvinas Argentinas - Resolución 79_2022 del Administración General del Instituto de la Vivienda.pdf,general,general,normal,,https://carmendeareco.gob.ar/transparencia/Sistema de Información Normativa y Documental Malvinas Argentinas - Resolución 79_2022 del Administración General del Instituto de la Vivienda.pdf,https://web.archive.org/web/*/carmendeareco.gob.ar/transparencia/Sistema de Información Normativa y Documental Malvinas Argentinas - Resolución 79_2022 del Administración General del Instituto de la Vivienda.pdf
Resolución 1146_2022.pdf,2022,.pdf,121789,2025-08-25T15:58:41.413917,2025-08-24T13:23:02.167242,9210f527b0c3b635b0b4a719aae3f29cf6aaea359d1163a7e1cf7d923f610793,data/source_materials/2022/Resolución 1146_2022.pdf,general,general,normal,,https://carmendeareco.gob.ar/transparencia/Resolución 1146_2022.pdf,https://web.archive.org/web/*/carmendeareco.gob.ar/transparencia/Resolución 1146_2022.pdf
ESTADO-DE-EJECUCION-DE-GASTOS-CON-PERSPECTIVA-DE-GENERO-3°TRIMESTRE.pdf,2022,.pdf,86333,2025-08-25T15:58:41.414123,2025-08-24T13:23:02.154938,ae54edfbcd1d15475e157fbbb692f7e604f97cb93db9a699769927d1276c941f,data/source_materials/2022/ESTADO-DE-EJECUCION-DE-GASTOS-CON-PERSPECTIVA-DE-GENERO-3°TRIMESTRE.pdf,financial_report,budget,high,presupuesto,https://carmendeareco.gob.ar/transparencia/ESTADO-DE-EJECUCION-DE-GASTOS-CON-PERSPECTIVA-DE-GENERO-3°TRIMESTRE.pdf,https://web.archive.org/web/*/carmendeareco.gob.ar/transparencia/ESTADO-DE-EJECUCION-DE-GASTOS-CON-PERSPECTIVA-DE-GENERO-3°TRIMESTRE.pdf
.DS_Store,2022,,6148,2025-08-25T15:58:41.414291,2025-08-24T13:23:02.145694,d65165279105ca6773180500688df4bdc69a2c7b771752f0a46ef120b7fd8ec3,data/source_materials/2022/.DS_Store,general,general,normal,,https://carmendeareco.gob.ar/transparencia/.DS_Store,https://web.archive.org/web/*/carmendeareco.gob.ar/transparencia/.DS_Store
ESTADO-DE-EJECUCION-DE-RECURSOS-AFECTADOS-VS-GASTOS-4°TRE-2022.pdf,2022,.pdf,119210,2025-08-25T15:58:41.414484,2025-08-24T13:23:02.159906,4a083772815e88766d34b06e2bb681cee0def5f6489325237964f5406b50b5dd,data/source_materials/2022/ESTADO-DE-EJECUCION-DE-RECURSOS-AFECTADOS-VS-GASTOS-4°TRE-2022.pdf,financial_report,budget,high,presupuesto,https://carmendeareco.gob.ar/transparencia/ESTADO-DE-EJECUCION-DE-RECURSOS-AFECTADOS-VS-GASTOS-4°TRE-2022.pdf,https://web.archive.org/web/*/carmendeareco.gob.ar/transparencia/ESTADO-DE-EJECUCION-DE-RECURSOS-AFECTADOS-VS-GASTOS-4°TRE-2022.pdf
ESTADO-DE-EJECUCION-DE-GASTOS-POR-CARACTER-ECONOMICO-4°TRE-2022.pdf,2022,.pdf,109553,2025-08-25T15:58:41.414674,2025-08-24T13:23:02.155174,f0a524f4c7136cfd1b1259b5588a93b1c3f5639b1f7f20552ec125b2d755e8ad,data/source_materials/2022/ESTADO-DE-EJECUCION-DE-GASTOS-POR-CARACTER-ECONOMICO-4°TRE-2022.pdf,financial_report,budget,high,presupuesto,https://carmendeareco.gob.ar/transparencia/ESTADO-DE-EJECUCION-DE-GASTOS-POR-CARACTER-ECONOMICO-4°TRE-2022.pdf,https://web.archive.org/web/*/carmendeareco.gob.ar/transparencia/ESTADO-DE-EJECUCION-DE-GASTOS-POR-CARACTER-ECONOMICO-4°TRE-2022.pdf
ESTADO-DE-EJECUCION-DE-GASTOS-POR-FINALIDAD-Y-FUNCION-4°TRE-2022.pdf,2022,.pdf,101639,2025-08-25T15:58:41.414951,2025-08-24T13:23:02.155854,75d3b177a2d81d121848a0d0179220eda740948f9df8790960b19037712e0ce2,data/source_materials/2022/ESTADO-DE-EJECUCION-DE-GASTOS-POR-FINALIDAD-Y-FUNCION-4°TRE-2022.pdf,financial_report,budget,high,presupuesto,https://carmendeareco.gob.ar/transparencia/ESTADO-DE-EJECUCION-DE-GASTOS-POR-FINALIDAD-Y-FUNCION-4°TRE-2022.pdf,https://web.archive.org/web/*/carmendeareco.gob.ar/transparencia/ESTADO-DE-EJECUCION-DE-GASTOS-POR-FINALIDAD-Y-FUNCION-4°TRE-2022.pdf
NOTAS MONITOREO 2022.pdf,2022,.pdf,753027,2025-08-25T15:58:41.415144,2025-08-24T13:23:02.166095,9b6adfbdba81b54507f17aadaeaa20480084fcff12cfc2fdeb1d0b04f36cdd40,data/source_materials/2022/NOTAS MONITOREO 2022.pdf,general,general,normal,,https://carmendeareco.gob.ar/transparencia/NOTAS MONITOREO 2022.pdf,https://web.archive.org/web/*/carmendeareco.gob.ar/transparencia/NOTAS MONITOREO 2022.pdf
"Sistema de Información Normativa y Documental Malvinas Argentinas - Resolución 747_2022 del Ministerio de Producción, Ciencia e Innovación Tecnológica.pdf",2022,.pdf,1020228,2025-08-25T15:58:41.415610,2025-08-24T13:23:02.172413,528fbd794a3501258533eb1ec5b8c5507ad46113c55658db29df2c4753bdc6a8,"data/source_materials/2022/Sistema de Información Normativa y Documental Malvinas Argentinas - Resolución 747_2022 del Ministerio de Producción, Ciencia e Innovación Tecnológica.pdf",general,general,normal,,"https://carmendeareco.gob.ar/transparencia/Sistema de Información Normativa y Documental Malvinas Argentinas - Resolución 747_2022 del Ministerio de Producción, Ciencia e Innovación Tecnológica.pdf","https://web.archive.org/web/*/carmendeareco.gob.ar/transparencia/Sistema de Información Normativa y Documental Malvinas Argentinas - Resolución 747_2022 del Ministerio de Producción, Ciencia e Innovación Tecnológica.pdf"
Resolución 1593_2022.pdf,2022,.pdf,114309,2025-08-25T15:58:41.415967,2025-08-24T13:23:02.167439,9dfa4eedd97cebce4a43518f226b6aae4ea880537d6fdb3bfdcc1b9c5893d8a0,data/source_materials/2022/Resolución 1593_2022.pdf,general,general,normal,,https://carmendeareco.gob.ar/transparencia/Resolución 1593_2022.pdf,https://web.archive.org/web/*/carmendeareco.gob.ar/transparencia/Resolución 1593_2022.pdf
ESTADO-DE-EJECUCION-DE-RECURSOS.pdf,2022,.pdf,151544,2025-08-25T15:58:41.416253,2025-08-24T13:23:02.161718,1fdbe0cea50eaf6e9be1db520f63d5b8572573dea8dce55e25966902515bb958,data/source_materials/2022/ESTADO-DE-EJECUCION-DE-RECURSOS.pdf,financial_report,budget,high,presupuesto,https://carmendeareco.gob.ar/transparencia/ESTADO-DE-EJECUCION-DE-RECURSOS.pdf,https://web.archive.org/web/*/carmendeareco.gob.ar/transparencia/ESTADO-DE-EJECUCION-DE-RECURSOS.pdf
ESTADO-DE-EJECUCION-DE-GASTOS-POR-FUENTE-DE-FINANCIAMIENTO-1.pdf,2022,.pdf,66180,2025-08-25T15:58:41.416535,2025-08-24T13:23:02.156239,338d773bec757011ebdeeee0a9d987cf14275d21857ff23258d64f54d2f1233b,data/source_materials/2022/ESTADO-DE-EJECUCION-DE-GASTOS-POR-FUENTE-DE-FINANCIAMIENTO-1.pdf,financial_report,budget,high,presupuesto,https://carmendeareco.gob.ar/transparencia/ESTADO-DE-EJECUCION-DE-GASTOS-POR-FUENTE-DE-FINANCIAMIENTO-1.pdf,https://web.archive.org/web/*/carmendeareco.gob.ar/transparencia/ESTADO-DE-EJECUCION-DE-GASTOS-POR-FUENTE-DE-FINANCIAMIENTO-1.pdf
CAIF-1.pdf,2022,.pdf,93387,2025-08-25T15:58:41.417010,2025-08-24T13:23:02.145881,6735bd3efa3db040d9784e40b9d4468dd4429448a0c5a1629555ffd131343ec2,data/source_materials/2022/CAIF-1.pdf,general,general,normal,,https://carmendeareco.gob.ar/transparencia/CAIF-1.pdf,https://web.archive.org/web/*/carmendeareco.gob.ar/transparencia/CAIF-1.pdf
ESTADO-DE-EJECUCION-DE-GASTOS-POR-CARACTER-ECONOMICO-1.pdf,2022,.pdf,109812,2025-08-25T15:58:41.417325,2025-08-24T13:23:02.155017,465dae3e768f713c360ed1857ea1f97b9c74d78dc32ad7ce8b603f7dbffc2432,data/source_materials/2022/ESTADO-DE-EJECUCION-DE-GASTOS-POR-CARACTER-ECONOMICO-1.pdf,financial_report,budget,high,presupuesto,https://carmendeareco.gob.ar/transparencia/ESTADO-DE-EJECUCION-DE-GASTOS-POR-CARACTER-ECONOMICO-1.pdf,https://web.archive.org/web/*/carmendeareco.gob.ar/transparencia/ESTADO-DE-EJECUCION-DE-GASTOS-POR-CARACTER-ECONOMICO-1.pdf
ESTADO-DE-EJECUCION-DE-GASTOS-POR-FINALIDAD-Y-FUNCION-1.pdf,2022,.pdf,101071,2025-08-25T15:58:41.417554,2025-08-24T13:23:02.155634,ee8a3c2aab89ba62d573850e6f715dbe8b5ee37aae7d426c7ce7a4acfc21286f,data/source_materials/2022/ESTADO-DE-EJECUCION-DE-GASTOS-POR-FINALIDAD-Y-FUNCION-1.pdf,financial_report,budget,high,presupuesto,https://carmendeareco.gob.ar/transparencia/ESTADO-DE-EJECUCION-DE-GASTOS-POR-FINALIDAD-Y-FUNCION-1.pdf,https://web.archive.org/web/*/carmendeareco.gob.ar/transparencia/ESTADO-DE-EJECUCION-DE-GASTOS-POR-FINALIDAD-Y-FUNCION-1.pdf
MONITOREO 2022.pdf,2022,.pdf,665737,2025-08-25T15:58:41.418023,2025-08-24T13:23:02.165026,5e6edfcfe57f81f9e55ed90cbdd8724373d172f2b7d35d20ee472c746d0dccde,data/source_materials/2022/MONITOREO 2022.pdf,general,general,normal,,https://carmendeareco.gob.ar/transparencia/MONITOREO 2022.pdf,https://web.archive.org/web/*/carmendeareco.gob.ar/transparencia/MONITOREO 2022.pdf
CAIF-2.pdf,2022,.pdf,93906,2025-08-25T15:58:41.418333,2025-08-24T13:23:02.146036,d380dbf7efdb9a5a4588b5219f8e1d406e7c071fc065291e6082430d932a9222,data/source_materials/2022/CAIF-2.pdf,general,general,normal,,https://carmendeareco.gob.ar/transparencia/CAIF-2.pdf,https://web.archive.org/web/*/carmendeareco.gob.ar/transparencia/CAIF-2.pdf
ESTADOS-DE-EJECUCION-DE-RECURSOS-AFECTADOS-VS-GASTOS.pdf,2022,.pdf,115864,2025-08-25T15:58:41.418613,2025-08-24T13:23:02.162603,9184981528eaf7b5a7f90ddc786d9accf7ca755ec0b7222cf5b75503e5b3ea6d,data/source_materials/2022/ESTADOS-DE-EJECUCION-DE-RECURSOS-AFECTADOS-VS-GASTOS.pdf,financial_report,budget,high,presupuesto,https://carmendeareco.gob.ar/transparencia/ESTADOS-DE-EJECUCION-DE-RECURSOS-AFECTADOS-VS-GASTOS.pdf,https://web.archive.org/web/*/carmendeareco.gob.ar/transparencia/ESTADOS-DE-EJECUCION-DE-RECURSOS-AFECTADOS-VS-GASTOS.pdf
SEGURIDAD URBANA 2022.pdf,2022,.pdf,711439,2025-08-25T15:58:41.418897,2025-08-24T13:23:02.168684,3458f211f4f3b1e2407b974d11ea73b961665030bfe2fbf6804eeec31e7482e3,data/source_materials/2022/SEGURIDAD URBANA 2022.pdf,general,general,normal,,https://carmendeareco.gob.ar/transparencia/SEGURIDAD URBANA 2022.pdf,https://web.archive.org/web/*/carmendeareco.gob.ar/transparencia/SEGURIDAD URBANA 2022.pdf
REPORTES CIUDADANOS 2022.pdf,2022,.pdf,491568,2025-08-25T15:58:41.419231,2025-08-24T13:23:02.167141,1f10662384326e6d69750dcbcedf6c1ea5c7f66dcd7f9517df56aa5230bbb359,data/source_materials/2022/REPORTES CIUDADANOS 2022.pdf,general,general,normal,,https://carmendeareco.gob.ar/transparencia/REPORTES CIUDADANOS 2022.pdf,https://web.archive.org/web/*/carmendeareco.gob.ar/transparencia/REPORTES CIUDADANOS 2022.pdf
ESTADO-DE-EJECUCION-DE-GASTOS-POR-FUENTE-DE-FINANCIAMIENTO.pdf,2022,.pdf,67548,2025-08-25T15:58:41.419681,2025-08-24T13:23:02.156616,4306f1e488451b31f7ac5ba558f7a57b2cd9eca3574565da7cd29e37fb308eea,data/source_materials/2022/ESTADO-DE-EJECUCION-DE-GASTOS-POR-FUENTE-DE-FINANCIAMIENTO.pdf,financial_report,budget,high,presupuesto,https://carmendeareco.gob.ar/transparencia/ESTADO-DE-EJECUCION-DE-GASTOS-POR-FUENTE-DE-FINANCIAMIENTO.pdf,https://web.archive.org/web/*/carmendeareco.gob.ar/transparencia/ESTADO-DE-EJECUCION-DE-GASTOS-POR-FUENTE-DE-FINANCIAMIENTO.pdf
CAIF-3°TRI-2022.pdf,2022,.pdf,94144,2025-08-25T15:58:41.419981,2025-08-24T13:23:02.146110,b2f1065cd808e3c5f182c4e73b5d4c8d30f33db65ff87da4df8ed6af911688f6,data/source_materials/2022/CAIF-3°TRI-2022.pdf,general,general,normal,,https://carmendeareco.gob.ar/transparencia/CAIF-3°TRI-2022.pdf,https://web.archive.org/web/*/carmendeareco.gob.ar/transparencia/CAIF-3°TRI-2022.pdf
ESTADO-DE-EJECUCION-DE-GASTOS-4°TRE-2022.pdf,2022,.pdf,1299495,2025-08-25T15:58:41.420288,2025-08-24T13:23:02.154712,0cc6ea42fda7e0c6041a038039d5e1bdb84985d403becb64e5c6fcdf7d12ec20,data/source_materials/2022/ESTADO-DE-EJECUCION-DE-GASTOS-4°TRE-2022.pdf,financial_report,budget,high,presupuesto,https://carmendeareco.gob.ar/transparencia/ESTADO-DE-EJECUCION-DE-GASTOS-4°TRE-2022.pdf,https://web.archive.org/web/*/carmendeareco.gob.ar/transparencia/ESTADO-DE-EJECUCION-DE-GASTOS-4°TRE-2022.pdf
ESTADISTICA MUJERES Y DIVERSIDADES 2022.pdf,2022,.pdf,606072,2025-08-25T15:58:41.420576,2025-08-24T13:23:02.147205,279215aea1f65e9adb380dbbf1734b5179174793616f77bd9fd8bae47b5d6011,data/source_materials/2022/ESTADISTICA MUJERES Y DIVERSIDADES 2022.pdf,general,general,normal,,https://carmendeareco.gob.ar/transparencia/ESTADISTICA MUJERES Y DIVERSIDADES 2022.pdf,https://web.archive.org/web/*/carmendeareco.gob.ar/transparencia/ESTADISTICA MUJERES Y DIVERSIDADES 2022.pdf
ESTADO-DE-EJECUCION-DE-RECURSOS-POR-PROCEDENCIA-4°TRE-2022.pdf,2022,.pdf,85022,2025-08-25T15:58:41.420871,2025-08-24T13:23:02.161192,4afedf8d7291e59f7742bef43e9aacd1dd0b576f7e87433692a27cebcb45eb64,data/source_materials/2022/ESTADO-DE-EJECUCION-DE-RECURSOS-POR-PROCEDENCIA-4°TRE-2022.pdf,financial_report,budget,high,presupuesto,https://carmendeareco.gob.ar/transparencia/ESTADO-DE-EJECUCION-DE-RECURSOS-POR-PROCEDENCIA-4°TRE-2022.pdf,https://web.archive.org/web/*/carmendeareco.gob.ar/transparencia/ESTADO-DE-EJECUCION-DE-RECURSOS-POR-PROCEDENCIA-4°TRE-2022.pdf
SITUACION-ECONOMICA-FINANCIERA-4°TRE-2022.pdf,2022,.pdf,88878,2025-08-25T15:58:41.421381,2025-08-24T13:23:02.170227,d8bfffdd6c9c62b59142839b09aba07e0782b3e00aaeb8b7c3628033e9d5e72a,data/source_materials/2022/SITUACION-ECONOMICA-FINANCIERA-4°TRE-2022.pdf,general,general,normal,,https://carmendeareco.gob.ar/transparencia/SITUACION-ECONOMICA-FINANCIERA-4°TRE-2022.pdf,https://web.archive.org/web/*/carmendeareco.gob.ar/transparencia/SITUACION-ECONOMICA-FINANCIERA-4°TRE-2022.pdf
Sistema de Información Normativa y Documental Malvinas Argentinas - Resolución 1593_2022 del Ministerio de Infraestructura y Servicios Públicos.pdf,2022,.pdf,924921,2025-08-25T15:58:41.421718,2025-08-24T13:23:02.171701,d9b36f698de47088acceabc761fdb22cf53b53e2e9623d857f983716ac0406e1,data/source_materials/2022/Sistema de Información Normativa y Documental Malvinas Argentinas - Resolución 1593_2022 del Ministerio de Infraestructura y Servicios Públicos.pdf,general,general,normal,,https://carmendeareco.gob.ar/transparencia/Sistema de Información Normativa y Documental Malvinas Argentinas - Resolución 1593_2022 del Ministerio de Infraestructura y Servicios Públicos.pdf,https://web.archive.org/web/*/carmendeareco.gob.ar/transparencia/Sistema de Información Normativa y Documental Malvinas Argentinas - Resolución 1593_2022 del Ministerio de Infraestructura y Servicios Públicos.pdf
ESTADO-DE-EJECUCION-DE-RECURSOS-AFECTADOS-VS-GASTOS-1.pdf,2022,.pdf,118244,2025-08-25T15:58:41.421900,2025-08-24T13:23:02.159624,787feaa0bb2b433eb2af8f63287ed3216a4803ff880a01ffd9cffe55e51cacb3,data/source_materials/2022/ESTADO-DE-EJECUCION-DE-RECURSOS-AFECTADOS-VS-GASTOS-1.pdf,financial_report,budget,high,presupuesto,https://carmendeareco.gob.ar/transparencia/ESTADO-DE-EJECUCION-DE-RECURSOS-AFECTADOS-VS-GASTOS-1.pdf,https://web.archive.org/web/*/carmendeareco.gob.ar/transparencia/ESTADO-DE-EJECUCION-DE-RECURSOS-AFECTADOS-VS-GASTOS-1.pdf
Resolución 747_2022.pdf,2022,.pdf,111960,2025-08-25T15:58:41.422132,2025-08-24T13:23:02.167566,689ca7f746c4ba31929f2d8ac087b31efd42984a9706b53cd80924b82b1ba746,data/source_materials/2022/Resolución 747_2022.pdf,general,general,normal,,https://carmendeareco.gob.ar/transparencia/Resolución 747_2022.pdf,https://web.archive.org/web/*/carmendeareco.gob.ar/transparencia/Resolución 747_2022.pdf
ESTADO-DE-EJECUCION-DE-RECURSOS-POR-PROCEDENCIA.pdf,2022,.pdf,85712,2025-08-25T15:58:41.422321,2025-08-24T13:23:02.161408,f201f0fd100485241cf4933c842bdd0ee5bd010b07269ffd08adc3d29dd26769,data/source_materials/2022/ESTADO-DE-EJECUCION-DE-RECURSOS-POR-PROCEDENCIA.pdf,financial_report,budget,high,presupuesto,https://carmendeareco.gob.ar/transparencia/ESTADO-DE-EJECUCION-DE-RECURSOS-POR-PROCEDENCIA.pdf,https://web.archive.org/web/*/carmendeareco.gob.ar/transparencia/ESTADO-DE-EJECUCION-DE-RECURSOS-POR-PROCEDENCIA.pdf
ESTADO-DE-EJECUCION-DE-RECURSOS-POR-PROCEDENCIA-1.pdf,2022,.pdf,85431,2025-08-25T15:58:41.422518,2025-08-24T13:23:02.160967,4f9f36eb2fa279a17e70f5ce1758fe0ffa5eba1b3e46b1e0d096becf6d44c6a6,data/source_materials/2022/ESTADO-DE-EJECUCION-DE-RECURSOS-POR-PROCEDENCIA-1.pdf,financial_report,budget,high,presupuesto,https://carmendeareco.gob.ar/transparencia/ESTADO-DE-EJECUCION-DE-RECURSOS-POR-PROCEDENCIA-1.pdf,https://web.archive.org/web/*/carmendeareco.gob.ar/transparencia/ESTADO-DE-EJECUCION-DE-RECURSOS-POR-PROCEDENCIA-1.pdf
Sistema de Información Normativa y Documental Malvinas Argentinas - Resolución 1146_2022 del Administración General del Instituto de la Vivienda.pdf,2022,.pdf,922577,2025-08-25T15:58:41.422814,2025-08-24T13:23:02.170636,2562daf72188e99d71d772724554149503fb8455827b8b55d9101461e6e1bed7,data/source_materials/2022/Sistema de Información Normativa y Documental Malvinas Argentinas - Resolución 1146_2022 del Administración General del Instituto de la Vivienda.pdf,general,general,normal,,https://carmendeareco.gob.ar/transparencia/Sistema de Información Normativa y Documental Malvinas Argentinas - Resolución 1146_2022 del Administración General del Instituto de la Vivienda.pdf,https://web.archive.org/web/*/carmendeareco.gob.ar/transparencia/Sistema de Información Normativa y Documental Malvinas Argentinas - Resolución 1146_2022 del Administración General del Instituto de la Vivienda.pdf
SITUACION-ECONOMICA-FINANCIERA-1.pdf,2022,.pdf,72005,2025-08-25T15:58:41.422984,2025-08-24T13:23:02.169845,d53d9da0a37c71f6172da64f9916d937791985b50ecb99c1596e61e0f53f2c2a,data/source_materials/2022/SITUACION-ECONOMICA-FINANCIERA-1.pdf,general,general,normal,,https://carmendeareco.gob.ar/transparencia/SITUACION-ECONOMICA-FINANCIERA-1.pdf,https://web.archive.org/web/*/carmendeareco.gob.ar/transparencia/SITUACION-ECONOMICA-FINANCIERA-1.pdf
ESTADOS-DE-EJECUCION-DE-RECURSOS-POR-PROCEDENCIA-3°TRI-2022.pdf,2022,.pdf,85366,2025-08-25T15:58:41.423218,2025-08-24T13:23:02.163050,ab419cf2f9b6fe30ff65392bb507d7cfb06d011a4f3fb09ea2db4bccd89134a6,data/source_materials/2022/ESTADOS-DE-EJECUCION-DE-RECURSOS-POR-PROCEDENCIA-3°TRI-2022.pdf,financial_report,budget,high,presupuesto,https://carmendeareco.gob.ar/transparencia/ESTADOS-DE-EJECUCION-DE-RECURSOS-POR-PROCEDENCIA-3°TRI-2022.pdf,https://web.archive.org/web/*/carmendeareco.gob.ar/transparencia/ESTADOS-DE-EJECUCION-DE-RECURSOS-POR-PROCEDENCIA-3°TRI-2022.pdf
ESTADOS-DE-EJECUCION-DE-RECURSOS-POR-CARACTER-ECONOMICO-3°TRI-2022.pdf,2022,.pdf,102876,2025-08-25T15:58:41.423416,2025-08-24T13:23:02.162777,8d6f28cf74b7e254ec84956826a51851b18292014d6a3f95a4c5007dddf509cd,data/source_materials/2022/ESTADOS-DE-EJECUCION-DE-RECURSOS-POR-CARACTER-ECONOMICO-3°TRI-2022.pdf,financial_report,budget,high,presupuesto,https://carmendeareco.gob.ar/transparencia/ESTADOS-DE-EJECUCION-DE-RECURSOS-POR-CARACTER-ECONOMICO-3°TRI-2022.pdf,https://web.archive.org/web/*/carmendeareco.gob.ar/transparencia/ESTADOS-DE-EJECUCION-DE-RECURSOS-POR-CARACTER-ECONOMICO-3°TRI-2022.pdf
ESTADO-DE-EJECUCION-DE-GASTOS-POR-FINALIDAD-Y-FUNCION.pdf,2022,.pdf,102105,2025-08-25T15:58:41.423621,2025-08-24T13:23:02.156070,52df63981063e70a4f4f90e8b7fa6c27c9ddf5ba74d32e3e1629dd6c6d5c7794,data/source_materials/2022/ESTADO-DE-EJECUCION-DE-GASTOS-POR-FINALIDAD-Y-FUNCION.pdf,financial_report,budget,high,presupuesto,https://carmendeareco.gob.ar/transparencia/ESTADO-DE-EJECUCION-DE-GASTOS-POR-FINALIDAD-Y-FUNCION.pdf,https://web.archive.org/web/*/carmendeareco.gob.ar/transparencia/ESTADO-DE-EJECUCION-DE-GASTOS-POR-FINALIDAD-Y-FUNCION.pdf
ESTADO-DE-EJECUCION-DE-GASTOS.pdf,2022,.pdf,1173473,2025-08-25T15:58:41.423798,2025-08-24T13:23:02.158834,2c484fe3d6da30036b0bc2f57be03943a38cea6a8cf9b4e783aca3e0341f2962,data/source_materials/2022/ESTADO-DE-EJECUCION-DE-GASTOS.pdf,financial_report,budget,high,presupuesto,https://carmendeareco.gob.ar/transparencia/ESTADO-DE-EJECUCION-DE-GASTOS.pdf,https://web.archive.org/web/*/carmendeareco.gob.ar/transparencia/ESTADO-DE-EJECUCION-DE-GASTOS.pdf
ESTADO-DE-EJECUCION-DE-RECURSOS-1.pdf,2022,.pdf,141931,2025-08-25T15:58:41.423967,2025-08-24T13:23:02.159096,37b9eaddabafb660035df5a322a84523cda4f5d34f60a3ff6fa7d4363e199b6b,data/source_materials/2022/ESTADO-DE-EJECUCION-DE-RECURSOS-1.pdf,financial_report,budget,high,presupuesto,https://carmendeareco.gob.ar/transparencia/ESTADO-DE-EJECUCION-DE-RECURSOS-1.pdf,https://web.archive.org/web/*/carmendeareco.gob.ar/transparencia/ESTADO-DE-EJECUCION-DE-RECURSOS-1.pdf
ESTADOS-DE-EJECUCION-DE-RECURSOS-3°TRI-2022 copy.pdf,2022,.pdf,142229,2025-08-25T15:58:41.424156,2025-08-24T13:23:02.162031,c401cfabe62f7406b74d761f36122ff31dbda494e474f4f87b66427d44712c14,data/source_materials/2022/ESTADOS-DE-EJECUCION-DE-RECURSOS-3°TRI-2022 copy.pdf,financial_report,budget,high,presupuesto,https://carmendeareco.gob.ar/transparencia/ESTADOS-DE-EJECUCION-DE-RECURSOS-3°TRI-2022 copy.pdf,https://web.archive.org/web/*/carmendeareco.gob.ar/transparencia/ESTADOS-DE-EJECUCION-DE-RECURSOS-3°TRI-2022 copy.pdf
ESTADO-DE-EJECUCION-DE-RECURSOS-4°TRE-2022.pdf,2022,.pdf,147280,2025-08-25T15:58:41.424385,2025-08-24T13:23:02.159358,8bf8fc908041f32b11fb7ed8732ecd5083042b9c30229de81b6f90b39cba5a26,data/source_materials/2022/ESTADO-DE-EJECUCION-DE-RECURSOS-4°TRE-2022.pdf,financial_report,budget,high,presupuesto,https://carmendeareco.gob.ar/transparencia/ESTADO-DE-EJECUCION-DE-RECURSOS-4°TRE-2022.pdf,https://web.archive.org/web/*/carmendeareco.gob.ar/transparencia/ESTADO-DE-EJECUCION-DE-RECURSOS-4°TRE-2022.pdf
